fn	sample_name	id	idz	group	title	author	year	l	num_lines
corpus/NotSonnets/Z400515675.txt	NotSonnets	english/vaughanh/Z400515675	Z400515675	1650-1674	Metrum 3. Lib. 4.	Vaughan, Henry, 1622-1695	1651	Was by a tempest forc'd to land	36
corpus/NotSonnets/Z200390819.txt	NotSonnets	english/heathrob/Z200390819	Z200390819	1650-1674	Upon the lingring death of the Virtuous M&superr;&supers; L.H.	Heath, Robert, fl. 1636-1659	1650	In cutting off this Happy Shee:	20
corpus/NotSonnets/Z300439741.txt	NotSonnets	english/miscell2/Z300439741	Z300439741	1650-1674	Hodges Vision, from the Monument.	Marvell, Andrew, 1621-1678	1763	The Pyramid; pray mark what did ensue.	169
corpus/NotSonnets/Z200374669.txt	NotSonnets	english/flatmant/Z200374669	Z200374669	1650-1674	Weeping at Parting.  SONG.	Flatman, Thomas, 1637-1688	1660	Thou seest the Gods will have it so;	24
corpus/NotSonnets/Z300273130.txt	NotSonnets	english/baronrob/Z300273130	Z300273130	1650-1674	The Lovers Sun.	Baron, Robert, b. 1630	1647	Autumnine joynts at evry blast	100
corpus/NotSonnets/Z400279771.txt	NotSonnets	english/billings/Z400279771	Z400279771	1650-1674	159. On Cleansing.	Billingsley, Nicholas, 1633-1709	1657	And with the Leper must cry out, Unclean.	16
corpus/NotSonnets/Z300258649.txt	NotSonnets	american/am9001/Z300258649	Z300258649	1650-1674	164. Meditation Cant. 2.4. He brought mee into his Banqueting house (house of Wine) and his banner over me was love.	Taylor, Edward, 1642-1729	1960	Words are Dear Lord, notes insignificant	24
corpus/NotSonnets/Z300542383.txt	NotSonnets	english/woodford/Z300542383	Z300542383	1650-1674	Psalm CI. Misericordiam & Justitiam, &c.	Woodford, Samuel, 1636-1700	1679	The greatest Praises of the greatest King,	27
corpus/NotSonnets/Z300258502.txt	NotSonnets	american/am9001/Z300258502	Z300258502	1650-1674	19. Meditation. Can. 1.12. While the King sits at his Table, my Spicknard sends forth the Smell thereof.	Taylor, Edward, 1642-1729	1960	Lord dub my tongue with a new tier of Words	36
corpus/NotSonnets/Z200386342.txt	NotSonnets	english/haringt3/Z200386342	Z200386342	1650-1674	THE GRECIAN STORY,  BEING AN Historical POEM.	J. H. (John Harington), 1627?-1700	1684	Doth beauties choice, new flaunting Brood disclose:	12638
corpus/NotSonnets/Z200515486.txt	NotSonnets	english/vaughanh/Z200515486	Z200515486	1650-1674	An Elegy.  ['Tis true, I am undone; Yet e're I dye]	Vaughan, Henry, 1622-1695	1651	I'le leave these sighes, and teares a legacye	24
corpus/Sonnets/Z200344664.txt	Sonnets	english/edwards2/Z200344664	Z200344664	1725-1749	SONNET II.	Edwards, Thomas, 1699-1757	1758	“The present hour is all the time we have,”	14
corpus/Sonnets/Z200344666.txt	Sonnets	english/edwards2/Z200344666	Z200344666	1725-1749	SONNET IV.	Edwards, Thomas, 1699-1757	1758	Of my short day, which flits away so fast,	14
corpus/Sonnets/Z200344685.txt	Sonnets	english/edwards2/Z200344685	Z200344685	1725-1749	SONNET XXIII.	Edwards, Thomas, 1699-1757	1758	With ceaseless diligence to guide the mind,	14
corpus/Sonnets/Z300438876.txt	Sonnets	english/miscell2/Z300438876	Z300438876	1725-1749	SONNET II.  [Wisely, O C&wblank;, enjoy the present hour]	Edwards, Thomas, 1699-1757	1763	The present hour is all the time we have,	14
corpus/Sonnets/Z200382239.txt	Sonnets	english/graythom/Z200382239	Z200382239	1725-1749	11 Sonnet [on the Death of Mr Richard West]	Gray, Thomas, 1716-1771	1969	In vain to me the smiling mornings shine,	14
corpus/Sonnets/Z200344674.txt	Sonnets	english/edwards2/Z200344674	Z200344674	1725-1749	SONNET XII.	Edwards, Thomas, 1699-1757	1758	Of undesigning childhood first began,	14
corpus/Sonnets/Z200344684.txt	Sonnets	english/edwards2/Z200344684	Z200344684	1725-1749	SONNET XXII.	Edwards, Thomas, 1699-1757	1758	The close recesses of the Soul can find,	14
corpus/Sonnets/Z300438879.txt	Sonnets	english/miscell2/Z300438879	Z300438879	1725-1749	SONNET V. On a FAMILY&hyphen;PICTURE.	Edwards, Thomas, 1699-1757	1763	Where my four brothers round about me stand,	14
corpus/Sonnets/Z200344657.txt	Sonnets	english/edwards2/Z200344657	Z200344657	1725-1749	To the M. H. the &lblank;	Edwards, Thomas, 1699-1757	1758	A glorious sanction to whate'er I write;	14
corpus/Sonnets/Z300438883.txt	Sonnets	english/miscell2/Z300438883	Z300438883	1725-1749	SONNET IX.  [Peace to thy ashes, to thy mem'ry fame]	Edwards, Thomas, 1699-1757	1763	Bright paragon of merit feminine,	14
corpus/Sonnets/Z200344683.txt	Sonnets	english/edwards2/Z200344683	Z200344683	1725-1749	SONNET XXI.  For the Root&hyphen;House at WREST.	Edwards, Thomas, 1699-1757	1758	Shall chance receive, where sweet contentment dwells,	14
corpus/Sonnets/Z300438885.txt	Sonnets	english/miscell2/Z300438885	Z300438885	1725-1749	SONNET XI.  [Young, fair, and good! ah why should young and fair]	Edwards, Thomas, 1699-1757	1763	And good be huddled in untimely grave?	14
corpus/Sonnets/Z200344676.txt	Sonnets	english/edwards2/Z200344676	Z200344676	1725-1749	SONNET XIV.	Edwards, Thomas, 1699-1757	1758	And fire them to achieve high deeds of praise,	14
corpus/Sonnets/Z200288407.txt	Sonnets	english/browneis/Z200288407	Z200288407	1725-1749	SONNET.  [ONCE more, my Hawkins, I attempt to raise]	Edwards, Thomas, 1699-1757	1768	My feeble voice to urge the tuneful song	14
corpus/Sonnets/Z200344704.txt	Sonnets	english/edwards2/Z200344704	Z200344704	1725-1749	SONNET XLI.	Edwards, Thomas, 1699-1757	1758	Long train'd and tutor'd, hard to humane sense,	14
corpus/Sonnets/Z200344682.txt	Sonnets	english/edwards2/Z200344682	Z200344682	1725-1749	SONNET XX.	Edwards, Thomas, 1699-1757	1758	From want of worth be only once remov'd;	14
corpus/Sonnets/Z200344675.txt	Sonnets	english/edwards2/Z200344675	Z200344675	1725-1749	SONNET XIII.	Edwards, Thomas, 1699-1757	1758	Though tedious seems the time in pain to wear,	14
corpus/Sonnets/Z200344670.txt	Sonnets	english/edwards2/Z200344670	Z200344670	1725-1749	SONNET VIII.  On the Cantos of SPENSER's Fairy Queen, lost in the Passage from Ireland.	Edwards, Thomas, 1699-1757	1758	To tempt that Western Frith with ventrous keel;	14
corpus/Sonnets/Z200344693.txt	Sonnets	english/edwards2/Z200344693	Z200344693	1725-1749	SONNET XXX.	Edwards, Thomas, 1699-1757	1758	(When Passions rule, or proud Ambition's call	14
corpus/Sonnets/Z300438887.txt	Sonnets	english/miscell2/Z300438887	Z300438887	1725-1749	SONNET XIII.  [Thou, who successive in that honor'd seat]	Edwards, Thomas, 1699-1757	1763	Presid'st, the feuds of jaring Chiefs to 'swage,	14
corpus/Sonnets/Z200344678.txt	Sonnets	english/edwards2/Z200344678	Z200344678	1725-1749	SONNET XVI.	Edwards, Thomas, 1699-1757	1758	With all the sweetness of th' Aonian spring;	14
corpus/Sonnets/Z200344669.txt	Sonnets	english/edwards2/Z200344669	Z200344669	1725-1749	SONNET VII.	Edwards, Thomas, 1699-1757	1758	Blest in a Wife, whose beauty, though so rare,	14
corpus/Sonnets/Z200344706.txt	Sonnets	english/edwards2/Z200344706	Z200344706	1725-1749	SONNET XLIII.	Edwards, Thomas, 1699-1757	1758	Has steer'd me through this Life's tumultuous sea,	14
corpus/Sonnets/Z200344688.txt	Sonnets	english/edwards2/Z200344688	Z200344688	1725-1749	SONNET XXV.  The Hermitage at TURRICK to the Root&hyphen;House at WREST.	Edwards, Thomas, 1699-1757	1758	Health and kind greeting, as from friend to friend,	14
corpus/Sonnets/Z200344707.txt	Sonnets	english/edwards2/Z200344707	Z200344707	1725-1749	SONNET XLIV.	Edwards, Thomas, 1699-1757	1758	Shall soon be call'd to make the humble bed,	14
corpus/Sonnets/Z200344705.txt	Sonnets	english/edwards2/Z200344705	Z200344705	1725-1749	SONNET XLII.	Edwards, Thomas, 1699-1757	1758	When, coyly shy of well deserv'd applause,	14
corpus/Sonnets/Z200344679.txt	Sonnets	english/edwards2/Z200344679	Z200344679	1725-1749	SONNET XVII.	Edwards, Thomas, 1699-1757	1758	My feeble voice to urge the tuneful song	14
corpus/Sonnets/Z200344680.txt	Sonnets	english/edwards2/Z200344680	Z200344680	1725-1749	SONNET XVIII.	Edwards, Thomas, 1699-1757	1758	And the chief seat among the crowned Peers,	14
corpus/Sonnets/Z200344699.txt	Sonnets	english/edwards2/Z200344699	Z200344699	1725-1749	SONNET XXXVI.	Edwards, Thomas, 1699-1757	1758	Her Virtue, not confin'd to time or place,	14
corpus/Sonnets/Z200344694.txt	Sonnets	english/edwards2/Z200344694	Z200344694	1725-1749	SONNET XXXI.	Edwards, Thomas, 1699-1757	1758	To Wisdom's house, where thou mayst rightly spell	14
corpus/Sonnets/Z200344671.txt	Sonnets	english/edwards2/Z200344671	Z200344671	1725-1749	SONNET IX.	Edwards, Thomas, 1699-1757	1758	Fair paragon of merit feminine;	14
corpus/Sonnets/Z300438882.txt	Sonnets	english/miscell2/Z300438882	Z300438882	1725-1749	SONNET VIII.  [Wo worth the man, who in ill hour assay'd]	Edwards, Thomas, 1699-1757	1763	To tempt that western frith with vent'rous keel,	14
corpus/Sonnets/Z300438881.txt	Sonnets	english/miscell2/Z300438881	Z300438881	1725-1749	SONNET VII.  [C&wblank;e, with whom, my pilot and my guide]	Edwards, Thomas, 1699-1757	1763	Pleas'd I have travers'd thy Sabrina's flood,	14
corpus/Sonnets/Z200344668.txt	Sonnets	english/edwards2/Z200344668	Z200344668	1725-1749	SONNET VI.	Edwards, Thomas, 1699-1757	1758	Of this short life throughout the total day,	14
corpus/Sonnets/Z200344658.txt	Sonnets	english/edwards2/Z200344658	Z200344658	1725-1749	To the R. H. the &lblank;	Edwards, Thomas, 1699-1757	1758	So these I may defend from blot or blame:	14
corpus/Sonnets/Z300438875.txt	Sonnets	english/miscell2/Z300438875	Z300438875	1725-1749	SONNET I.  [O&wblank;, whom virtue makes the worthy heir]	Edwards, Thomas, 1699-1757	1763	Of&wblank;'s titles, and of&wblank;'s estate,	14
corpus/Sonnets/Z200344691.txt	Sonnets	english/edwards2/Z200344691	Z200344691	1725-1749	SONNET XXVIII.	Edwards, Thomas, 1699-1757	1758	And great example join thy breast to warm	14
corpus/Sonnets/Z300438884.txt	Sonnets	english/miscell2/Z300438884	Z300438884	1725-1749	SONNET X.  [O&wblank;, great meed shalt thou receive]	Edwards, Thomas, 1699-1757	1763	Great meed of fame, thou and thy learn'd compeer,	14
corpus/Sonnets/Z200344667.txt	Sonnets	english/edwards2/Z200344667	Z200344667	1725-1749	SONNET V.  On a FAMILY&hyphen;PICTURE.	Edwards, Thomas, 1699-1757	1758	Where my four Brothers round about me stand,	14
corpus/Sonnets/Z200344701.txt	Sonnets	english/edwards2/Z200344701	Z200344701	1725-1749	SONNET XXXVIII.	Edwards, Thomas, 1699-1757	1758	Ten thousand blessings on his tuneful tongue,	14
corpus/Sonnets/Z200344698.txt	Sonnets	english/edwards2/Z200344698	Z200344698	1725-1749	SONNET XXXV.	Edwards, Thomas, 1699-1757	1758	Who well repay'st thy pious parents care	14
corpus/Sonnets/Z200344661.txt	Sonnets	english/edwards2/Z200344661	Z200344661	1725-1749	SONNET.  [Tongue&hyphen;doughty Pedant; whose ambitious mind]	Edwards, Thomas, 1699-1757	1758	Prompts thee beyond thy native pitch to soar;	14
corpus/Sonnets/Z200344696.txt	Sonnets	english/edwards2/Z200344696	Z200344696	1725-1749	SONNET XXXIII.	Edwards, Thomas, 1699-1757	1758	Which greatly stood in Liberty's dear cause,	14
corpus/Sonnets/Z300438877.txt	Sonnets	english/miscell2/Z300438877	Z300438877	1725-1749	SONNET III.  [O sprung from worthies, who with counsels wise]	Edwards, Thomas, 1699-1757	1763	Adorn'd and strengthen'd great Elisa's throne,	14
corpus/Sonnets/Z300438886.txt	Sonnets	english/miscell2/Z300438886	Z300438886	1725-1749	SONNET XII.  [W&wblank;, whose dear friendship in the dawning years]	Edwards, Thomas, 1699-1757	1763	Of undesigning Childhood first began,	14
corpus/Sonnets/Z200344702.txt	Sonnets	english/edwards2/Z200344702	Z200344702	1725-1749	SONNET XXXIX.	Edwards, Thomas, 1699-1757	1758	To touch, and laugh in many a jocund lay,	14
corpus/Sonnets/Z200536697.txt	Sonnets	english/william1/Z200536697	Z200536697	1725-1749	A SONNET. TO A LADY OF INDISCREET VIRTUE.  In Imitation of Spencer.	Williams, Anna, 1706-1783	1766	And free and open, all reserve disdain,	14
corpus/Sonnets/Z300438878.txt	Sonnets	english/miscell2/Z300438878	Z300438878	1725-1749	SONNET IV.  [C&wblank;s, I hop'd the little heaven shall spare]	Edwards, Thomas, 1699-1757	1763	Of my short day, which flits away so fast,	14
corpus/Sonnets/Z200344672.txt	Sonnets	english/edwards2/Z200344672	Z200344672	1725-1749	SONNET X.	Edwards, Thomas, 1699-1757	1758	In lieu of Brethren and of Friends deceas'd,	14
corpus/Sonnets/Z200344673.txt	Sonnets	english/edwards2/Z200344673	Z200344673	1725-1749	SONNET XI.	Edwards, Thomas, 1699-1757	1758	Great meed of fame, Thou and thy learn'd Compeer,	14
corpus/NotSonnets/Z200175626.txt	NotSonnets	american/am0896/Z200175626	Z200175626	1725-1749	WORTHY  Ecloga the 10th	Cradock, Thomas, 1718-1770	[1983]	This my last Labour, gentle Goddess, aid,	84
corpus/NotSonnets/Z400531944.txt	NotSonnets	english/wesleych/Z400531944	Z400531944	1725-1749	2863.  [While the' afflicted people weep]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Hardly let their pastor go,	18
corpus/NotSonnets/Z500526641.txt	NotSonnets	english/wesleych/Z500526641	Z500526641	1725-1749	CXLI.  [Lord, if Thou hast on me bestow'd]	Wesley, Charles, 1707-1788	1868	A master, not humane and good,	24
corpus/NotSonnets/Z500529856.txt	NotSonnets	english/wesleych/Z500529856	Z500529856	1725-1749	861.  [A sinner's heart by lust possess'd]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Of birds unclean the loathsome nest,	18
corpus/NotSonnets/Z300286253.txt	NotSonnets	english/boysesam/Z300286253	Z300286253	1725-1749	The VII. Chapter of the Book of JOB  PARAPHRASED.	Boyse, Samuel, 1708-1749	1743	“Set a fix'd Period to our Race below?	96
corpus/NotSonnets/Z400527694.txt	NotSonnets	english/wesleych/Z400527694	Z400527694	1725-1749	382.  [Jesus, Thy sovereign will]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Doth nature's course control;	16
corpus/NotSonnets/Z200343181.txt	NotSonnets	english/duckstep/Z200343181	Z200343181	1725-1749	An ODE ON THE BATTLE of Dettingen.	Duck, Stephen, 1705-1756	1740	To guard the Rights of Humankind,	78
corpus/NotSonnets/Z400526839.txt	NotSonnets	english/wesleych/Z400526839	Z400526839	1725-1749	XXVII.  [Holy, holy, holy Lord]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Mysterious One in Three,	48
corpus/NotSonnets/Z200624782.txt	NotSonnets	english-ed2/ep2001/Z200624782	Z200624782	1725-1749	The Vanity of Human Wishes THE TENTH SATIRE OF JUVENAL IMITATED	Johnson, Samuel, 1709-1784	1971	Let Observation with extensive View,	369
corpus/NotSonnets/Z300288291.txt	NotSonnets	english/brookehe/Z300288291	Z300288291	1725-1749	AIR XXXIV.	Brooke, Henry, 1703?-1783	1753	Arise, arise! arise!	44
corpus/NotSonnets/Z300286360.txt	NotSonnets	english/boysesam/Z300286360	Z300286360	1725-1749	To the Honourable Sir John Clerk, Baronet, One of the Barons of his Majesty's Exchequer in Scotland. Epistle I.	Boyse, Samuel, 1708-1749	1743	Auream quisquis mediocritatem	54
corpus/NotSonnets/Z300496874.txt	NotSonnets	english/stevensg/Z300496874	Z300496874	1725-1749	THE BOTTLE.	Stevens, George Alexander, 1710-1784	1755	With wine be our sentiments flowing;	40
corpus/NotSonnets/Z300380695.txt	NotSonnets	english/gouldrob/Z300380695	Z300380695	1725-1749	To my Lady Long, on the Death of Sir Giles Long Baronet, her Grandson.	Gould, Robert, d. 1709?	[1687]	And Wit exerts it self above it's Years,	176
corpus/NotSonnets/Z200344529.txt	NotSonnets	english/dyerjohn/Z200344529	Z200344529	1725-1749	AS TO CLIO'S PICTURE.  A FRAGMENT.	Dyer, John, 1700?-1758	1855	Is it a fault to like thy praise so well?	31
corpus/NotSonnets/Z400525186.txt	NotSonnets	english/wesleych/Z400525186	Z400525186	1725-1749	HYMN XCIII.  [Come, let us join with one accord]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Who share the supper of the Lord,	48
corpus/NotSonnets/Z400376171.txt	NotSonnets	english/francisp/Z400376171	Z400376171	1725-1749	Ode XVIII.  [No Walls with Ivory inlaid]	Francis, Philip, 1708?-1773 (trans.) / Horace, 65-8 BC (orig.)	1761	Adorn my House, no Colonade	49
corpus/NotSonnets/Z200462209.txt	NotSonnets	english/pittchri/Z200462209	Z200462209	1725-1749	On the approaching Congress of Cambray.  Written in the Year 1721.	Pitt, Christopher, 1699-1748	1721	Consult the publick Welfare of Mankind,	66
corpus/NotSonnets/Z200489476.txt	NotSonnets	english/smithjoh/Z200489476	Z200489476	1725-1749	THE PRECAUTION. In Irregular STANZA'S.	Smith, John, fl. 1713	1713	Make You a Visit to the Matchless Fair?	32
corpus/NotSonnets/Z200436277.txt	NotSonnets	english/millerja/Z200436277	Z200436277	1725-1749	Are these Things So? THE Previous QUESTION, FROM AN Englishman in his GROTTO, TO A Great Man at COURT.	Miller, James, 1706-1744	1740	Wrapp'd up in Apathy to all that's there;	278
corpus/NotSonnets/Z500530048.txt	NotSonnets	english/wesleych/Z500530048	Z500530048	1725-1749	1043. [How pure the blessed spirits there]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1043	Who bright celestial bodies wear,	18
corpus/NotSonnets/Z300451826.txt	NotSonnets	english/oglegeor/Z300451826	Z300451826	1725-1749	ODE II. Upon Woman.	Ogle, George, 1704-1746 (trans.) / Anacreon, b. ca. 570 BC (orig.)	1731	Faithful guards from hostile harms!	20
corpus/NotSonnets/Z300525058.txt	NotSonnets	english/wesleych/Z300525058	Z300525058	1725-1749	THE TWENTY&hyphen;FIFTH CHAPTER OF ISAIAH.	Wesley, John, 1703-1791	1868	Throughout the world I will proclaim	128
corpus/NotSonnets/Z300526339.txt	NotSonnets	english/wesleych/Z300526339	Z300526339	1725-1749	FUNERAL HYMN.	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	“Come, mourner,” it cries, “come away!	16
corpus/NotSonnets/Z400524725.txt	NotSonnets	english/wesleych/Z400524725	Z400524725	1725-1749	ANOTHER.  [Hear, holy, holy, holy Lord]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Father of all mankind,	144
corpus/NotSonnets/Z400376258.txt	NotSonnets	english/francisp/Z400376258	Z400376258	1725-1749	Sat. III. Damasippus. Horace.	Francis, Philip, 1708?-1773 (trans.) / Horace, 65-8 BC (orig.)	1761	So idle grown, a single Sheet appear;	469
corpus/NotSonnets/Z400524903.txt	NotSonnets	english/wesleych/Z400524903	Z400524903	1725-1749	IN DOUBT.	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Thy weakest child's imperfect call!	90
corpus/NotSonnets/Z400525266.txt	NotSonnets	english/wesleych/Z400525266	Z400525266	1725-1749	HYMN CLIII.  [Father, Thy feeble children meet]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	And make Thy faithful mercies known;	16
corpus/NotSonnets/Z400526489.txt	NotSonnets	english/wesleych/Z400526489	Z400526489	1725-1749	VII.  [Come, Son of Abraham and of God]	Wesley, Charles, 1707-1788	1868	Saviour on the world bestow'd,	24
corpus/NotSonnets/Z400525175.txt	NotSonnets	english/wesleych/Z400525175	Z400525175	1725-1749	HYMN LXXXII.  [Jesu, sinner's Friend, receive us]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Feeble, famishing, and faint;	16
corpus/NotSonnets/Z400320267.txt	NotSonnets	english/cooketho/Z400320267	Z400320267	1725-1749	PROLOGUE the Fifth. To the Devil to pay,  OR The Wives Metamorphosed, A BALLAD&hyphen;OPERA. Spoke by Mr. Cibber.	Cooke, Thomas, 1703-1756	1730	Sworn Foe to Vice, by Virtue's Friends rever'd:	28
corpus/NotSonnets/Z200489440.txt	NotSonnets	english/smithjoh/Z200489440	Z200489440	1725-1749	The Artless Beauty.	Smith, John, fl. 1713	1713	That dress'd in sparkling Di'monds shine;	44
corpus/NotSonnets/Z200489538.txt	NotSonnets	english/smithjoh/Z200489538	Z200489538	1725-1749	The Heart Sent.	Smith, John, fl. 1713	1713	For whom I burn in an unusual Flame;	18
corpus/NotSonnets/Z300526387.txt	NotSonnets	english/wesleych/Z300526387	Z300526387	1725-1749	HYMN XVIII.  [Happy man whom God doth aid!]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	God our soul and body made,	24
corpus/NotSonnets/Z400526113.txt	NotSonnets	english/wesleych/Z400526113	Z400526113	1725-1749	HYMN VI.  [Righteous Lord, Thy people spare!]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Lo! we turn at last to Thee,	36
corpus/NotSonnets/Z300536840.txt	NotSonnets	english/hanburyw/Z300536840	Z300536840	1725-1749	SONG.	Hanbury Williams, Charles, Sir, 1708-1759	1740	AT St. Osyth's, near the mill,	24
corpus/NotSonnets/Z200509711.txt	NotSonnets	english/thomson1/Z200509711	Z200509711	1725-1749	ON THE HOOP.	Thomson, James, 1700-1748	1830	Of every generous swain deserves the care.	20
corpus/NotSonnets/Z400528640.txt	NotSonnets	english/wesleych/Z400528640	Z400528640	1725-1749	1305.  [Let not the wise his wisdom boast]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1305	The mighty glory in his might,	16
corpus/NotSonnets/Z500526536.txt	NotSonnets	english/wesleych/Z500526536	Z500526536	1725-1749	XLVII.  [But if Thou otherwise ordain]	Wesley, Charles, 1707-1788	1868	All&hyphen;gracious as Thou art,	32
corpus/NotSonnets/Z200631959.txt	NotSonnets	english-ed2/ep2283/Z200631959	Z200631959	1725-1749	LXXXVII. EPILOGUE. Spoken by Mrs. Abington.	Garrick, David, 1717-1779	1785	IN Parliament, whene'er a question comes,	42
corpus/NotSonnets/Z400376275.txt	NotSonnets	english/francisp/Z400376275	Z400376275	1725-1749	Epist. X. To Aristius Fuscus.	Francis, Philip, 1708?-1773 (trans.) / Horace, 65-8 BC (orig.)	1761	A Country&hyphen;Bard with gentle Greeting writes;	71
corpus/NotSonnets/Z500529588.txt	NotSonnets	english/wesleych/Z500529588	Z500529588	1725-1749	603.  [Lured by the grateful scent of blood]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	With instinct from above endued,	18
corpus/NotSonnets/Z500529878.txt	NotSonnets	english/wesleych/Z500529878	Z500529878	1725-1749	883.  [Jesus, I wait the Spirit's power]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Which ever doth from Thee proceed,	18
corpus/NotSonnets/Z400525874.txt	NotSonnets	english/wesleych/Z400525874	Z400525874	1725-1749	LV. FOR ONE DEPARTING.  Hymn 12.	Wesley, Charles, 1707-1788	1868	All thy mourning days below:	16
corpus/NotSonnets/Z300527142.txt	NotSonnets	english/wesleych/Z300527142	Z300527142	1725-1749	HYMN XII. FOR THE MAGISTRATES.	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	The' eternal Potentate we own;	36
corpus/NotSonnets/Z300484589.txt	NotSonnets	english/shenston/Z300484589	Z300484589	1725-1749	ODE to HEALTH. 1730.	Shenstone, William, 1714-1763	1730	Why dost thou shun my peaceful bow'r,	68
corpus/NotSonnets/Z400525319.txt	NotSonnets	english/wesleych/Z400525319	Z400525319	1725-1749	XII.  [Jesus, life&hyphen;inspiring Saviour]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Life's continual Nourisher,	16
corpus/NotSonnets/Z400527381.txt	NotSonnets	english/wesleych/Z400527381	Z400527381	1725-1749	74.  [Tremendous oracle Divine!]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Who can the harsh command obey!	16
corpus/NotSonnets/Z400526297.txt	NotSonnets	english/wesleych/Z400526297	Z400526297	1725-1749	HYMN XXXIV.  PART V.  [Free from that partial, blind respect]	Wesley, John, 1703-1791 / Wesley, Charles, 1707-1788	1868	Which marks the favourite of a sect,	48
corpus/NotSonnets/Z200649847.txt	NotSonnets	english-ed2/ep2181/Z200649847	Z200649847	1725-1749	Written Extempore on the Sea&hyphen;Shore.	Carter, Elizabeth, 1717-1806	1802	Expressive of the human Mind,	24
corpus/NotSonnets/Z200320142.txt	NotSonnets	english/cooketho/Z200320142	Z200320142	1725-1749	To The Right Rev. Benjamin Lord Bishop of Winchester,  on his Collection of Sermons published in in the Year, 1754.	Cooke, Thomas, 1703-1756	1730	To prove yourself th'impartial Friend of Man;	16
corpus/Sonnets/Z400341500.txt	Sonnets	english/downmanh/Z400341500	Z400341500	1750-1774	SONNET III.  [When Recollection stirs up in the mind]	Downman, Hugh, 1740-1809	1775	When Recollection stirs up in the mind	14
corpus/Sonnets/Z200521500.txt	Sonnets	english/wartont2/Z200521500	Z200521500	1750-1774	SONNET II. ON BATHING.	Warton, Thomas, 1728-1790	1745	Young Health, a dryad&hyphen;maid in vesture green,	14
corpus/Sonnets/Z300426466.txt	Sonnets	english/masonwil/Z300426466	Z300426466	1750-1774	SONNET I.  SENT TO A YOUNG LADY WITH DODSLEY'S MISCELLANIES.	Mason, William, 1725-1797	1782	Forbid gay Hymen rob'd in saffron train,	14
corpus/Sonnets/Z300482220.txt	Sonnets	english/sewardan/Z300482220	Z300482220	1750-1774	SONNET XVII.	Seward, Anna, 1742-1809	[1855]	With scenes in Hope's delusive mirror shewn?	14
corpus/Sonnets/Z300482296.txt	Sonnets	english/sewardan/Z300482296	Z300482296	1750-1774	SONNET XCIII.	Seward, Anna, 1742-1809	[1855]	Haply in that mild planet's crystal sphere	14
corpus/Sonnets/Z300341568.txt	Sonnets	english/downmanh/Z300341568	Z300341568	1750-1774	II. To Mr. PITFIELD.	Downman, Hugh, 1740-1809	1775	Contemplative, or active, canst reflect	14
corpus/Sonnets/Z300482238.txt	Sonnets	english/sewardan/Z300482238	Z300482238	1750-1774	SONNET XXXV.  SPRING.	Seward, Anna, 1742-1809	[1855]	And gently shake the hawthorn's silver crown,	14
corpus/Sonnets/Z300482286.txt	Sonnets	english/sewardan/Z300482286	Z300482286	1750-1774	SONNET LXXXIII.  ON  CATANIA AND SYRACUSE  SWALLOWED UP BY AN EARTHQUAKE.	Seward, Anna, 1742-1809	[1855]	Here, in an instant, sunk!—nor aught remains	14
corpus/Sonnets/Z300482287.txt	Sonnets	english/sewardan/Z300482287	Z300482287	1750-1774	SONNET LXXXIV.	Seward, Anna, 1742-1809	[1855]	Trembles upon the thin, and naked spray,	14
corpus/Sonnets/Z300482261.txt	Sonnets	english/sewardan/Z300482261	Z300482261	1750-1774	SONNET LVIII.	Seward, Anna, 1742-1809	[1855]	The Parian statue, bending o'er the Urn,	14
corpus/Sonnets/Z300482276.txt	Sonnets	english/sewardan/Z300482276	Z300482276	1750-1774	SONNET LXXIII.	Seward, Anna, 1742-1809	[1855]	Sees himself sunder'd from the only mind	14
corpus/Sonnets/Z300482224.txt	Sonnets	english/sewardan/Z300482224	Z300482224	1750-1774	SONNET XXI.	Seward, Anna, 1742-1809	[1855]	Of faded Genius with supreme disdain;	16
